	filename	sub	ses	run	runtype	intercept	high_stim-high_cue	high_stim-low_cue	med_stim-high_cue	med_stim-low_cue	low_stim-high_cue	low_stim-low_cue
0	sub-0015_ses-01_run-01_runtype-pain_epochstart--3_epochend-20_baselinecorrect-True_samplingrate-25_physio-eda.txt	sub-0015	ses-01	run-01	pain	0.002397463	0.2417233	0.10169067	0.616087867	0.122604055	0.021957725	0.076956463
1	sub-0015_ses-01_run-05_runtype-pain_epochstart--3_epochend-20_baselinecorrect-True_samplingrate-25_physio-eda.txt	sub-0015	ses-01	run-05	pain	-0.05029632	0.137272824	0.148931995	0.353664579	0.131859615	0.040220247	0.257073799
2	sub-0016_ses-01_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-True_samplingrate-25_physio-eda.txt	sub-0016	ses-01	run-02	pain	-0.091984843	0.330833789	0.278366814	0.569210148	0.402392957	1.025932378	0.388190129
3	sub-0016_ses-01_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-True_samplingrate-25_physio-eda.txt	sub-0016	ses-01	run-04	pain	0.011597053	0.087714385	0.110149291	0.284378257	0.189976765	0.261996259	0.624791331
4	sub-0016_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-True_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-03	pain	-0.082427453	0.454569198	0.347489284	0.550802639	0.40066299	0.321621117	0.203285229
5	sub-0016_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-True_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-06	pain	-0.053865395	0.057178285	0.220746017	0.325651847	0.04800238	0.206251967	0.191548873
6	sub-0017_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-True_samplingrate-25_physio-eda.txt	sub-0017	ses-03	run-02	pain	-0.162076375	0.396583781	0.437266166	0.316129049	0.610638858	0.997458981	0.169368971
7	sub-0028_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-True_samplingrate-25_physio-eda.txt	sub-0028	ses-01	run-03	pain	0.033401666	0.155843436	-0.006347553	0.291357336	-0.075829613	-0.127925082	-0.102977207
8	sub-0031_ses-04_run-01_runtype-pain_epochstart--3_epochend-20_baselinecorrect-True_samplingrate-25_physio-eda.txt	sub-0031	ses-04	run-01	pain	-0.152366728	0.656372494	0.458200602	0.502020794	0.282568373	0.406012316	0.594127405
9	sub-0031_ses-04_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-True_samplingrate-25_physio-eda.txt	sub-0031	ses-04	run-06	pain	0.016477003	0.392865992	0.561625717	-0.015490927	0.902817726	0.184505291	0.461491564
10	sub-0032_ses-04_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-True_samplingrate-25_physio-eda.txt	sub-0032	ses-04	run-03	pain	-0.003324075	0.283824294	0.269286094	0.34297006	0.100777098	0.155390713	0.240543956
11	sub-0033_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-True_samplingrate-25_physio-eda.txt	sub-0033	ses-03	run-06	pain	-0.051624418	2.019304201	0.705787009	1.748280659	-0.147703373	1.142076542	-0.256651424
12	sub-0033_ses-04_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-True_samplingrate-25_physio-eda.txt	sub-0033	ses-04	run-02	pain	0.093450143	1.075424882	1.641375909	1.930850792	2.536527366	0.350657293	3.17552015
13	sub-0033_ses-04_run-05_runtype-pain_epochstart--3_epochend-20_baselinecorrect-True_samplingrate-25_physio-eda.txt	sub-0033	ses-04	run-05	pain	0.001745907	1.247308047	2.22433906	1.121956605	0.338689223	0.982324698	-0.229058581
14	sub-0034_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-True_samplingrate-25_physio-eda.txt	sub-0034	ses-01	run-03	pain	-0.057075468	1.380813625	0.024428658	0.12583364	0.307881245	-0.186314851	0.164807141
